Month,AvgTone,GoldsteinScale,S_VC,S_PC,S_VF,S_PF,Ct,Pt
2021-03-01,-2.01365962261211,0.572316124548897,0.613065180373456,0.118976267226752,0.131453457380827,0.136505095018964,0.267958552399791,0.255481362245717
2021-04-01,-2.0870293722855,0.543604917854154,0.614141589174222,0.118637939749262,0.122743655253007,0.144476815823508,0.267220471076516,0.263114755572771
2021-05-01,-2.18123782555239,0.472272318690453,0.609082454598054,0.116621334312716,0.127602569501877,0.146693641587354,0.274296211089231,0.263314975900069
2021-06-01,-1.90155742509614,0.6833307958685,0.624417244119747,0.118779738692402,0.122831950907526,0.133971066280325,0.256803017187851,0.252750804972727
2021-07-01,-2.08539632922202,0.579673683952222,0.610604638496859,0.122956206887762,0.125796181940379,0.140642972675,0.266439154615379,0.263599179562763
2021-08-01,-2.16631429310265,0.648044713589971,0.6140739844197,0.12416686380441,0.12123799293605,0.14052115883984,0.26175915177589,0.26468802264425
2021-09-01,-1.9032624777303,0.732862853655873,0.629210960035407,0.119627692457382,0.11934736719702,0.131813980310191,0.251161347507211,0.251441672767573
2021-10-01,-1.83739601156406,0.662508460938553,0.627210087891707,0.115339468167648,0.123706775674754,0.133743668265891,0.257450443940645,0.249083136433539
2021-11-01,-1.85565003528216,0.700646354802108,0.629215540125273,0.114084900999651,0.123858476433417,0.132841082441659,0.256699558875076,0.24692598344131
2021-12-01,-1.88149415343599,0.663533188825222,0.623733096052361,0.117145212722232,0.121351400899022,0.137770290326386,0.259121691225408,0.254915503048618
2022-01-01,-2.08469390952846,0.596976198542435,0.614631737572048,0.118731791208698,0.126592710523851,0.140043760695403,0.266636471219255,0.258775551904101
2022-02-01,-2.15785546878581,0.599964119357372,0.61210023017407,0.116155095542001,0.132802094841253,0.138942579442676,0.271744674283929,0.255097674984677
2022-03-01,-2.10545492288925,0.709888514769313,0.619313822631199,0.120077690373102,0.124342983572077,0.136265503423622,0.260608486995699,0.256343193796724
2022-04-01,-2.15221655676729,0.544616841715136,0.608308065608543,0.119243451020406,0.127686410466807,0.144762072904245,0.272448483371052,0.26400552392465
2022-05-01,-1.92350301473254,0.563558502698732,0.622942420010043,0.11245461674926,0.122070169452905,0.142532793787792,0.264602963240697,0.254987410537052
2022-06-01,-1.84738732569547,0.583620525921969,0.623376000288511,0.111160019113834,0.124262462310069,0.141201518287586,0.265463980597655,0.25236153740142
2022-07-01,-1.98459429725544,0.578633828628733,0.620212942340793,0.114399503624532,0.123084706883791,0.142302847150883,0.265387554034675,0.256702350775416
2022-08-01,-2.06993735899049,0.529953407262005,0.61243998933913,0.117206228994105,0.124883093867577,0.145470687799188,0.270353781666765,0.262676916793293
2022-09-01,-1.75458495075899,0.737450339283873,0.638842246454634,0.112731315986793,0.118474404330241,0.129952033228332,0.248426437558574,0.242683349215125
2022-10-01,-1.98884326339459,0.544427886410536,0.615425327695811,0.11544296969733,0.128412111565922,0.140719591040937,0.269131702606859,0.256162560738267
2022-11-01,-1.74747712353496,0.654688884108398,0.627319948356338,0.114236511322044,0.124692446744905,0.133751093576713,0.258443540321618,0.247987604898757
2022-12-01,-1.94490616837884,0.563329981155896,0.609051200250618,0.120036561693893,0.125284869922455,0.145627368133034,0.270912238055489,0.265663929826927
